Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
8/5/18 14:40,8/5/18 15:20,Manhattan,Central Park,81st/ Diana Ross Playground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1597683604,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37201
8/4/18 17:35,8/4/18 17:35,Manhattan,Central Park,Loeb Boathouse Dock,Raccoon,Employee,Native,DOA,0.05,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/4/18 16:30,8/4/18 16:45,Manhattan,Central Park,Dana Center,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Small Mammals-RVS,N/A,Monitored Animal,1,FALSE,TRUE,,0.3,FALSE,FALSE,
8/4/18 16:00,8/4/18 16:00,Manhattan,Central Park,Accross from Dana Center on lawn near park entrance,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile;#Adult,Small Mammals-RVS,1-1-1599567881,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37074
8/4/18 15:30,8/4/18 15:35,Manhattan,Central Park,Bridal Path at 95th Street,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1599567880,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37073
8/4/18 8:45,8/4/18 9:50,Manhattan,Central Park,,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,1-1-1596705665,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37022
8/4/18 9:30,8/4/18 9:30,Manhattan,Central Park,East Drive at East 90th on Bridal Path entrance,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1596705664,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37021
8/4/18 9:15,8/4/18 9:20,Manhattan,Central Park,Rumsey Playfield/Summer Stage Entrance right off the East Drive at East 68th,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1596705663,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37020
8/4/18 8:50,8/4/18 8:50,Manhattan,Central Park,West 72nd Pergala not far fro park entrance and Stawberry Fields,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1596705662,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37019
8/4/18 8:00,8/4/18 8:40,Manhattan,Central Park,Northmeadow Ballfield close to East 96th and Eastdrive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1596705661,ACC,1,FALSE,FALSE,,,FALSE,FALSE,37018
8/3/18 11:45,8/3/18 11:56,Staten Island,Midland Beach,Beach off of Seaver Avenue,Herring Gull,Employee,Native,Unhealthy,1.5,Juvenile,Birds,1-1-1598979882,ACC,1,FALSE,FALSE,,,FALSE,FALSE,36935
